date,category,menu,quantity,total price,payment,mode
2024-08-01,Shake,Mango Graham Shake (L),1,105,Gcash,Physical
2024-08-01,Sandwich,Egg Sandwich + Coleslaw,2,60,Cash,Physical
2024-08-01,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-01,Shake,Smoothie (M),1,80,Cash,Physical
2024-08-02,Sandwich,Egg Sandwich With Cheese,4,128,Cash,Physical
2024-08-02,Shake,Special Mango Shake With Boba (L),5,550,Cash,Physical
2024-08-02,Others,Strawberry And Cream Cheese (M),1,85,Cash,Physical
2024-08-02,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-08-02,Shake,Special Mango Shake With Boba (S),2,140,Cash,Physical
2024-08-02,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-08-02,Sandwich,Cheeseburger,1,27,Gcash,Physical
2024-08-02,Sandwich,Ham Sandwich,1,27,Cash,Physical
2024-08-02,Shake,Special Mango Shake With Boba (L),1,110,Gcash,Physical
2024-08-02,Shake,Mango Graham Shake (S),5,325,Cash,Physical
2024-08-02,Shake,Avocado Shake (S),1,50,Gcash,Delivered
2024-08-02,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Gcash,Physical
2024-08-03,Sandwich,Burger + Coleslaw,1,25,Cash,Physical
2024-08-03,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-03,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-08-03,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-03,Shake,Mango Shake (L),1,90,Cash,Physical
2024-08-03,Others,Popcorn,4,40,Cash,Physical
2024-08-03,Shake,Smoothie (L),1,100,Gcash,Physical
2024-08-03,Shake,Mango Graham Shake (M),1,85,Gcash,Physical
2024-08-03,Shake,Avocado Shake (L),1,90,Gcash,Physical
2024-08-03,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-08-03,Sandwich,Egg Sandwich,5,125,Cash,Physical
2024-08-03,Sandwich,Cheeseburger + Coleslaw,5,160,Cash,Physical
2024-08-03,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-08-03,Shake,Smoothie (S),1,60,Cash,Physical
2024-08-03,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-08-03,Shake,Smoothie (S),1,60,Cash,Physical
2024-08-03,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-03,Shake,Mango Shake (L),1,90,Cash,Physical
2024-08-03,Sandwich,Ham Sandwich,2,54,Cash,Physical
2024-08-03,Sandwich,Egg Sandwich With Cheese,4,128,Cash,Physical
2024-08-03,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-08-03,Shake,Mango Graham Shake (L),2,210,Cash,Physical
2024-08-03,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-08-03,Others,Popcorn,1,10,Cash,Physical
2024-08-03,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2024-08-03,Shake,Smoothie (M),1,80,Cash,Physical
2024-08-03,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-08-03,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-03,Sandwich,Burger,1,20,Cash,Physical
2024-08-03,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-08-03,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-08-03,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-08-03,Sandwich,Egg Sandwich With Cheese,4,128,Cash,Physical
2024-08-03,Shake,Avocado Shake (S),3,150,Cash,Physical
2024-08-04,Sandwich,Egg Sandwich,5,125,Cash,Physical
2024-08-04,Sandwich,Egg Sandwich With Cheese,1,32,Gcash,Physical
2024-08-04,Others,Strawberry And Cream Cheese (L),3,315,Cash,Delivered
2024-08-04,Sandwich,Cheeseburger With Egg + Coleslaw,1,47,Gcash,Physical
2024-08-04,Shake,Smoothie (M),1,80,Gcash,Physical
2024-08-04,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-08-04,Shake,Avocado Shake (S),3,150,Gcash,Physical
2024-08-04,Sandwich,Cheeseburger,1,27,Gcash,Physical
2024-08-04,Shake,Avocado Shake (L),2,180,Cash,Physical
2024-08-04,Shake,Mango Graham Shake (L),4,420,Gcash,Physical
2024-08-04,Shake,Special Mango Shake With Boba (L),3,330,Cash,Physical
2024-08-04,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-08-04,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-08-04,Sandwich,Egg Sandwich,3,75,Cash,Physical
2024-08-04,Shake,Smoothie (S),4,240,Cash,Physical
2024-08-04,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-08-04,Sandwich,Egg Sandwich With Cheese,5,160,Gcash,Physical
2024-08-05,Shake,Mango Shake (L),4,360,Cash,Physical
2024-08-05,Shake,Smoothie (S),1,60,Cash,Physical
2024-08-05,Sandwich,Ham Sandwich With Cheese + Coleslaw,4,148,Cash,Delivered
2024-08-05,Shake,Mango Shake (M),1,70,Cash,Physical
2024-08-05,Shake,Mango Shake (M),1,70,Cash,Physical
2024-08-05,Sandwich,Cheeseburger With Ham,4,160,Cash,Physical
2024-08-05,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,1,50,Cash,Physical
2024-08-05,Shake,Avocado Shake (M),4,280,Cash,Physical
2024-08-05,Others,All In,1,53,Cash,Physical
2024-08-05,Shake,Avocado Shake (M),3,210,Cash,Delivered
2024-08-05,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-08-05,Shake,Smoothie (L),1,100,Cash,Physical
2024-08-05,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-08-05,Shake,Mango Shake (L),1,90,Cash,Physical
2024-08-05,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-05,Shake,Smoothie (M),2,160,Gcash,Physical
2024-08-05,Shake,Smoothie (L),2,200,Cash,Physical
2024-08-05,Shake,Smoothie (L),1,100,Cash,Physical
2024-08-05,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-08-05,Shake,Smoothie (L),1,100,Cash,Physical
2024-08-05,Sandwich,Cheeseburger With Egg + Coleslaw,1,47,Cash,Physical
2024-08-05,Others,Siomai,1,10,Cash,Physical
2024-08-05,Shake,Mango Shake (S),1,50,Cash,Physical
2024-08-05,Shake,Avocado Shake (S),1,50,Gcash,Physical
2024-08-06,Sandwich,Burger + Coleslaw,4,100,Cash,Physical
2024-08-06,Sandwich,Burger With Ham,1,35,Gcash,Physical
2024-08-06,Shake,Avocado Shake (S),1,50,Gcash,Physical
2024-08-06,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-06,Sandwich,Cheeseburger With Ham + Coleslaw,1,45,Cash,Physical
2024-08-06,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-08-06,Shake,Smoothie (L),2,200,Cash,Physical
2024-08-06,Shake,Avocado Shake (M),3,210,Cash,Physical
2024-08-06,Shake,Smoothie (S),1,60,Cash,Physical
2024-08-06,Others,Popcorn,1,10,Gcash,Physical
2024-08-06,Sandwich,Cheeseburger With Egg + Coleslaw,1,47,Gcash,Delivered
2024-08-06,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-08-06,Shake,Mango Shake (S),3,150,Cash,Physical
2024-08-06,Sandwich,Burger,1,20,Cash,Physical
2024-08-06,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-08-07,Sandwich,Burger,1,20,Cash,Physical
2024-08-07,Shake,Mango Graham Shake (M),4,340,Cash,Physical
2024-08-07,Shake,Smoothie (L),1,100,Cash,Delivered
2024-08-07,Shake,Avocado Shake (S),2,100,Cash,Physical
2024-08-07,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-08-07,Others,Siomai,1,10,Cash,Delivered
2024-08-07,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-07,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-08-07,Shake,Special Mango Shake With Boba (L),5,550,Cash,Physical
2024-08-07,Shake,Smoothie (M),1,80,Cash,Physical
2024-08-07,Shake,Mango Graham Shake (S),2,130,Cash,Physical
2024-08-08,Sandwich,Egg Sandwich,4,100,Cash,Delivered
2024-08-08,Sandwich,Burger With Ham,3,105,Cash,Physical
2024-08-08,Sandwich,Ham Sandwich With Egg And Cheese,3,135,Cash,Physical
2024-08-08,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-08-08,Shake,Avocado Shake (M),4,280,Cash,Physical
2024-08-08,Sandwich,Egg Sandwich With Cheese,5,160,Cash,Physical
2024-08-08,Sandwich,Cheeseburger With Egg + Coleslaw,5,235,Cash,Physical
2024-08-08,Shake,Smoothie (M),1,80,Cash,Physical
2024-08-08,Others,Cheese Stick,5,10,Gcash,Delivered
2024-08-08,Shake,Avocado Shake (S),2,100,Cash,Physical
2024-08-08,Sandwich,Cheeseburger With Ham,1,40,Gcash,Physical
2024-08-08,Shake,Mango Graham Shake (L),1,105,Gcash,Physical
2024-08-08,Sandwich,Ham Sandwich + Coleslaw,2,64,Cash,Physical
2024-08-08,Others,Strawberry And Cream Cheese (M),1,85,Gcash,Physical
2024-08-08,Shake,Mango Shake (S),2,100,Cash,Physical
2024-08-08,Sandwich,Ham Sandwich,1,27,Cash,Physical
2024-08-08,Shake,Avocado Shake (L),2,180,Gcash,Physical
2024-08-08,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-08-08,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2024-08-08,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-08,Sandwich,Burger With Ham,2,70,Cash,Physical
2024-08-08,Shake,Special Mango Shake With Boba (S),2,140,Cash,Physical
2024-08-08,Sandwich,Cheeseburger,1,27,Gcash,Physical
2024-08-08,Shake,Avocado Shake (M),3,210,Cash,Physical
2024-08-08,Others,French Fries,1,25,Cash,Physical
2024-08-08,Sandwich,Egg Sandwich + Coleslaw,3,90,Gcash,Delivered
2024-08-09,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-08-09,Shake,Mango Graham Shake (M),5,425,Gcash,Physical
2024-08-09,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-08-09,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-08-09,Shake,Mango Shake (M),5,350,Cash,Physical
2024-08-09,Shake,Mango Shake (M),1,70,Cash,Physical
2024-08-09,Shake,Smoothie (S),4,240,Cash,Physical
2024-08-09,Sandwich,Burger + Coleslaw,2,50,Gcash,Physical
2024-08-09,Sandwich,Cheeseburger + Coleslaw,1,32,Gcash,Physical
2024-08-09,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-09,Shake,Special Mango Shake With Boba (M),2,180,Cash,Physical
2024-08-09,Sandwich,Egg Sandwich,1,25,Gcash,Physical
2024-08-09,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-08-09,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-08-09,Shake,Smoothie (M),2,160,Cash,Physical
2024-08-10,Shake,Mango Shake (M),1,70,Cash,Delivered
2024-08-10,Others,Popcorn,1,10,Cash,Physical
2024-08-10,Shake,Mango Shake (S),1,50,Cash,Physical
2024-08-10,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-08-10,Shake,Mango Graham Shake (L),2,210,Gcash,Physical
2024-08-10,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-08-10,Shake,Special Mango Shake With Boba (S),1,70,Gcash,Physical
2024-08-10,Sandwich,Ham Sandwich,1,27,Cash,Physical
2024-08-10,Others,All In,5,265,Cash,Physical
2024-08-10,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-08-10,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-08-10,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-08-10,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-08-10,Shake,Smoothie (S),3,180,Gcash,Physical
2024-08-10,Sandwich,Ham Sandwich With Egg And Cheese,4,180,Cash,Physical
2024-08-10,Shake,Mango Shake (L),1,90,Cash,Physical
2024-08-10,Sandwich,Ham Sandwich + Coleslaw,1,32,Gcash,Physical
2024-08-10,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-08-10,Shake,Mango Graham Shake (M),4,340,Cash,Physical
2024-08-10,Shake,Mango Shake (L),1,90,Cash,Physical
2024-08-10,Sandwich,Egg Sandwich,1,25,Gcash,Delivered
2024-08-11,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Gcash,Physical
2024-08-11,Shake,Mango Shake (S),3,150,Gcash,Physical
2024-08-11,Sandwich,Burger,1,20,Cash,Physical
2024-08-11,Sandwich,Egg Sandwich,2,50,Cash,Physical
2024-08-11,Shake,Mango Graham Shake (L),1,105,Gcash,Physical
2024-08-11,Others,Siomai,1,10,Cash,Physical
2024-08-11,Shake,Mango Shake (L),1,90,Cash,Physical
2024-08-11,Sandwich,Cheeseburger With Ham,3,120,Cash,Physical
2024-08-11,Shake,Smoothie (M),2,160,Cash,Physical
2024-08-11,Sandwich,Cheeseburger With Egg,2,84,Cash,Delivered
2024-08-11,Sandwich,Ham Sandwich With Cheese,2,64,Gcash,Physical
2024-08-11,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-11,Sandwich,Ham Sandwich With Cheese,5,160,Cash,Physical
2024-08-11,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-08-11,Shake,Special Mango Shake With Boba (L),1,110,Gcash,Physical
2024-08-11,Others,Cheese Stick,1,2,Cash,Physical
2024-08-11,Shake,Mango Graham Shake (L),1,105,Gcash,Physical
2024-08-11,Others,Popcorn,1,10,Cash,Physical
2024-08-11,Shake,Special Mango Shake With Boba (S),5,350,Cash,Physical
2024-08-11,Sandwich,Egg Sandwich + Coleslaw,1,30,Cash,Physical
2024-08-11,Shake,Avocado Shake (S),1,50,Gcash,Physical
2024-08-11,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-08-11,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-08-11,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-08-11,Shake,Smoothie (M),1,80,Cash,Physical
2024-08-11,Shake,Special Mango Shake With Boba (S),5,350,Cash,Physical
2024-08-11,Shake,Avocado Shake (M),5,350,Cash,Physical
2024-08-11,Shake,Smoothie (S),1,60,Cash,Physical
2024-08-11,Shake,Special Mango Shake With Boba (L),1,110,Gcash,Physical
2024-08-11,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-11,Shake,Mango Shake (S),1,50,Cash,Physical
2024-08-11,Shake,Avocado Shake (S),3,150,Cash,Physical
2024-08-11,Sandwich,Burger,1,20,Gcash,Physical
2024-08-11,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-08-11,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-08-11,Shake,Smoothie (S),1,60,Cash,Physical
2024-08-11,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-08-11,Others,Popcorn,1,10,Cash,Physical
2024-08-11,Shake,Mango Shake (L),1,90,Cash,Physical
2024-08-11,Shake,Mango Graham Shake (L),2,210,Cash,Physical
2024-08-12,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-08-12,Sandwich,Ham Sandwich + Coleslaw,5,160,Cash,Delivered
2024-08-12,Shake,Smoothie (L),1,100,Cash,Physical
2024-08-12,Sandwich,Cheeseburger + Coleslaw,1,32,Cash,Physical
2024-08-12,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-08-12,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-08-12,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-08-12,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-08-12,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-08-12,Shake,Avocado Shake (L),1,90,Gcash,Physical
2024-08-12,Shake,Mango Shake (M),2,140,Cash,Physical
2024-08-12,Shake,Avocado Shake (S),4,200,Cash,Physical
2024-08-12,Others,Strawberry And Cream Cheese (S),4,260,Cash,Physical
2024-08-12,Shake,Special Mango Shake With Boba (S),4,280,Gcash,Physical
2024-08-12,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-08-12,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical
2024-08-12,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-08-12,Shake,Avocado Shake (M),3,210,Gcash,Physical
2024-08-12,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-08-12,Sandwich,Cheeseburger With Egg + Coleslaw,2,94,Cash,Physical
2024-08-12,Shake,Mango Shake (M),1,70,Cash,Physical
2024-08-13,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-08-13,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-13,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-08-13,Shake,Special Mango Shake With Boba (L),5,550,Cash,Physical
2024-08-13,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-13,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-08-13,Shake,Avocado Shake (S),4,200,Cash,Physical
2024-08-14,Shake,Smoothie (L),4,400,Cash,Physical
2024-08-14,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-14,Sandwich,Ham Sandwich,1,27,Cash,Physical
2024-08-14,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-08-14,Sandwich,Egg Sandwich + Coleslaw,1,30,Gcash,Physical
2024-08-14,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-14,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical
2024-08-14,Shake,Smoothie (L),1,100,Cash,Delivered
2024-08-14,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-08-14,Shake,Smoothie (M),1,80,Cash,Physical
2024-08-14,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-08-14,Others,French Fries,2,50,Gcash,Physical
2024-08-14,Shake,Special Mango Shake With Boba (S),1,70,Gcash,Physical
2024-08-14,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-08-14,Sandwich,Egg Sandwich With Cheese,5,160,Cash,Physical
2024-08-14,Shake,Avocado Shake (L),2,180,Gcash,Physical
2024-08-14,Sandwich,Ham Sandwich With Cheese + Coleslaw,3,111,Cash,Physical
2024-08-14,Others,All In,1,53,Cash,Physical
2024-08-14,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-08-14,Others,Siomai,1,10,Cash,Physical
2024-08-14,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-08-14,Shake,Mango Shake (M),1,70,Gcash,Physical
2024-08-14,Shake,Smoothie (S),2,120,Cash,Physical
2024-08-14,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-14,Sandwich,Ham Sandwich With Cheese + Coleslaw,5,185,Cash,Physical
2024-08-14,Sandwich,Ham Sandwich With Egg + Coleslaw,5,225,Gcash,Physical
2024-08-14,Others,Siomai,1,10,Cash,Physical
2024-08-15,Shake,Mango Shake (L),4,360,Cash,Physical
2024-08-15,Shake,Avocado Shake (M),2,140,Cash,Physical
2024-08-15,Shake,Special Mango Shake With Boba (L),1,110,Gcash,Physical
2024-08-15,Sandwich,Burger,3,60,Gcash,Physical
2024-08-15,Shake,Smoothie (M),1,80,Cash,Physical
2024-08-15,Others,Siomai,1,10,Gcash,Physical
2024-08-15,Shake,Smoothie (L),1,100,Cash,Delivered
2024-08-15,Others,Siomai,1,10,Cash,Physical
2024-08-15,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-08-15,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-08-15,Shake,Special Mango Shake With Boba (L),4,440,Gcash,Physical
2024-08-16,Shake,Avocado Shake (L),1,90,Gcash,Physical
2024-08-16,Shake,Avocado Shake (S),4,200,Cash,Physical
2024-08-16,Sandwich,Ham Sandwich With Cheese,1,32,Gcash,Physical
2024-08-16,Sandwich,Burger With Ham + Coleslaw,1,40,Gcash,Physical
2024-08-16,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-08-16,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-08-16,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-08-16,Others,Strawberry And Cream Cheese (S),2,130,Cash,Physical
2024-08-16,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-08-16,Shake,Mango Graham Shake (S),4,260,Cash,Physical
2024-08-16,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-08-16,Sandwich,Cheeseburger With Ham,5,200,Cash,Physical
2024-08-16,Shake,Special Mango Shake With Boba (S),2,140,Cash,Physical
2024-08-16,Sandwich,Ham Sandwich,1,27,Cash,Physical
2024-08-17,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-08-17,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-08-17,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-08-17,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-08-17,Others,Siomai,1,10,Cash,Physical
2024-08-17,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-08-17,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-08-17,Shake,Mango Graham Shake (L),4,420,Cash,Physical
2024-08-17,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-17,Others,All In,1,53,Cash,Physical
2024-08-17,Others,Strawberry And Cream Cheese (M),1,85,Cash,Physical
2024-08-17,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-08-17,Sandwich,Ham Sandwich With Egg And Cheese,2,90,Cash,Physical
2024-08-17,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-17,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-17,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-08-17,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-17,Shake,Mango Shake (S),4,200,Cash,Physical
2024-08-17,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-08-17,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-08-17,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-08-18,Sandwich,Cheeseburger With Ham,5,200,Cash,Physical
2024-08-18,Others,All In,4,212,Cash,Physical
2024-08-18,Others,Strawberry And Cream Cheese (S),3,195,Cash,Physical
2024-08-18,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-08-18,Shake,Smoothie (S),1,60,Cash,Physical
2024-08-18,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-08-18,Sandwich,Burger,1,20,Cash,Physical
2024-08-18,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-08-18,Others,Strawberry And Cream Cheese (S),1,65,Cash,Physical
2024-08-18,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-08-18,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-18,Sandwich,Ham Sandwich With Egg,1,40,Gcash,Physical
2024-08-18,Others,All In,1,53,Cash,Physical
2024-08-18,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-18,Others,All In,1,53,Gcash,Physical
2024-08-18,Shake,Smoothie (L),3,300,Cash,Physical
2024-08-18,Shake,Mango Shake (L),2,180,Cash,Physical
2024-08-18,Shake,Smoothie (S),5,300,Cash,Physical
2024-08-18,Shake,Special Mango Shake With Boba (L),1,110,Gcash,Physical
2024-08-18,Shake,Avocado Shake (S),1,50,Gcash,Physical
2024-08-18,Others,Strawberry And Cream Cheese (M),1,85,Cash,Physical
2024-08-18,Sandwich,Egg Sandwich + Coleslaw,3,90,Cash,Physical
2024-08-18,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-18,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-08-19,Shake,Mango Shake (M),2,140,Cash,Physical
2024-08-19,Shake,Mango Shake (M),5,350,Cash,Physical
2024-08-19,Shake,Mango Shake (L),1,90,Cash,Physical
2024-08-19,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-08-19,Sandwich,Egg Sandwich With Cheese,4,128,Gcash,Delivered
2024-08-19,Sandwich,Cheeseburger With Ham + Coleslaw,2,90,Cash,Physical
2024-08-19,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-19,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-08-19,Sandwich,Cheeseburger With Ham + Coleslaw,5,225,Cash,Physical
2024-08-19,Others,Popcorn,4,40,Cash,Physical
2024-08-19,Others,Cheese Stick,1,2,Cash,Physical
2024-08-19,Others,Cheese Stick,1,2,Cash,Physical
2024-08-19,Sandwich,Cheeseburger With Egg + Coleslaw,1,47,Cash,Physical
2024-08-19,Sandwich,Burger + Coleslaw,1,25,Cash,Physical
2024-08-20,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-08-20,Shake,Smoothie (S),1,60,Cash,Physical
2024-08-20,Others,French Fries,1,25,Cash,Physical
2024-08-20,Others,Strawberry And Cream Cheese (S),1,65,Cash,Physical
2024-08-20,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-08-20,Shake,Mango Shake (M),1,70,Gcash,Physical
2024-08-20,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-08-20,Shake,Mango Graham Shake (L),2,210,Cash,Delivered
2024-08-20,Shake,Mango Shake (M),4,280,Cash,Physical
2024-08-20,Others,Strawberry And Cream Cheese (M),1,85,Cash,Physical
2024-08-20,Shake,Mango Graham Shake (M),1,85,Gcash,Physical
2024-08-20,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-08-20,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-08-20,Sandwich,Cheeseburger With Ham,2,80,Cash,Physical
2024-08-20,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-08-20,Sandwich,Ham Sandwich,1,27,Gcash,Physical
2024-08-20,Shake,Avocado Shake (L),5,450,Cash,Physical
2024-08-20,Sandwich,Egg Sandwich + Coleslaw,1,30,Gcash,Physical
2024-08-20,Others,All In,1,53,Cash,Physical
2024-08-20,Shake,Smoothie (S),4,240,Gcash,Physical
2024-08-20,Sandwich,Burger With Ham,1,35,Gcash,Physical
2024-08-20,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-08-20,Sandwich,Egg Sandwich,3,75,Cash,Physical
2024-08-21,Sandwich,Cheeseburger With Ham,5,200,Cash,Physical
2024-08-21,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-08-21,Sandwich,Ham Sandwich With Egg,4,160,Cash,Physical
2024-08-21,Others,Strawberry And Cream Cheese (S),1,65,Cash,Physical
2024-08-21,Shake,Smoothie (M),1,80,Cash,Physical
2024-08-21,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Delivered
2024-08-21,Shake,Smoothie (S),5,300,Cash,Physical
2024-08-21,Shake,Avocado Shake (L),4,360,Cash,Physical
2024-08-22,Shake,Smoothie (L),3,300,Cash,Physical
2024-08-22,Shake,Mango Shake (M),1,70,Cash,Physical
2024-08-22,Shake,Mango Graham Shake (M),5,425,Cash,Physical
2024-08-22,Shake,Mango Shake (M),1,70,Cash,Physical
2024-08-22,Others,French Fries,1,25,Cash,Physical
2024-08-22,Sandwich,Burger,1,20,Cash,Physical
2024-08-22,Shake,Mango Shake (S),3,150,Cash,Delivered
2024-08-22,Shake,Avocado Shake (L),1,90,Cash,Physical
